821
826,853,6,4
832,851,5,4
802,856,3,6
800,825,1,2
800,826,3,2
804,826,9,6
814,839,10,2
815,843,1,3
838,850,9,8
824,857,7,6
805,833,3,7
802,850,7,4
813,839,6,9
811,852,7,8
822,847,5,2
829,847,2,9
835,856,1,10
808,828,10,5
800,832,3,5
803,853,7,4
841,858,4,3
818,853,10,5
811,847,10,9
840,857,3,2
809,831,6,1
820,854,5,7
802,817,5,7
820,845,8,7
810,830,4,9
817,844,10,4
804,855,8,3
800,838,2,6
805,827,9,7
816,832,4,1
820,840,6,9
800,841,9,5
800,839,5,1
810,835,9,1
822,858,9,1
833,857,1,8
801,833,4,9
819,855,1,9
806,826,3,2
803,837,1,7
818,858,9,10
804,851,9,1
831,846,7,3
827,842,8,9
801,826,6,8
848,858,10,8
802,848,1,10
801,833,3,1
818,838,10,5
822,848,6,4
813,853,9,1
806,830,9,4
812,854,1,3
813,833,7,10
812,841,1,7
808,834,4,5
819,830,9,8
816,857,5,7
802,812,8,2
815,834,7,8
813,837,10,5
825,839,4,5
817,842,1,3
800,850,10,7
806,855,1,3
828,859,6,8
813,830,4,3
847,859,2,1
804,858,7,6
825,847,5,4
813,841,8,7
818,853,7,9
800,834,3,4
810,826,4,6
836,852,1,7
807,852,9,6
811,835,3,5
807,824,9,8
807,824,5,2
821,854,5,9
842,853,9,8
832,845,10,9
838,855,8,2
842,858,10,8
807,826,9,8
809,830,9,10
807,847,3,9
845,856,5,4
833,854,1,9
807,858,9,3
826,856,5,2
810,857,9,2
828,848,10,6
806,847,6,9
803,859,1,9
809,851,4,8
801,854,2,9
815,859,6,9
814,844,9,8
823,844,7,8
829,849,3,1
813,828,4,5
801,838,6,8
828,852,8,6
810,825,5,9
804,822,9,2
804,839,1,3
803,816,5,7
805,829,10,1
809,850,1,5
844,851,4,5
803,829,6,9
801,823,5,10
808,843,4,3
823,850,3,9
806,847,9,3
829,840,4,1
802,851,9,1
805,856,5,9
804,822,8,3
808,857,6,1
809,825,3,5
821,853,1,8
828,844,9,3
810,829,2,9
814,831,5,9
814,852,7,2
807,828,3,10
817,823,5,1
832,841,8,9
805,823,4,2
820,855,1,6
821,852,2,5
832,847,7,6
805,856,6,3
802,856,3,4
801,819,2,9
806,846,2,10
813,841,10,4
832,850,8,3
825,857,5,3
808,816,5,7
812,850,10,5
802,815,8,5
826,843,10,7
804,845,4,6
801,822,1,8
833,859,5,4
802,847,1,2
834,858,10,5
808,835,5,4
809,856,6,3
812,855,1,6
812,851,6,2
822,858,8,1
804,843,4,2
826,857,1,10
824,845,10,1
817,838,4,10
817,834,5,7
805,817,7,10
804,828,3,4
817,859,8,4
840,859,10,6
836,854,2,9
819,853,7,4
813,839,8,3
832,848,7,2
808,839,3,6
831,849,6,10
813,837,3,1
824,843,2,4
804,833,9,5
801,823,4,5
803,839,10,9
817,852,4,1
809,858,2,1
805,837,10,1
813,830,7,1
820,848,7,1
812,859,9,8
836,857,5,4
813,837,8,10
819,838,2,5
807,827,9,4
811,839,8,6
809,826,7,10
804,829,9,8
800,841,5,3
820,853,9,10
803,827,1,3
813,846,3,7
817,856,7,5
800,827,8,6
805,849,2,5
808,842,3,5
851,858,10,6
802,853,1,6
818,858,1,6
817,844,4,1
802,839,6,2
821,842,1,9
814,843,3,5
805,825,8,10
829,848,3,8
808,830,4,3
815,848,1,3
816,847,2,3
805,848,8,5
834,859,3,8
837,851,8,7
810,858,5,6
826,859,5,3
818,827,1,4
803,816,1,5
824,845,6,5
846,859,2,6
806,840,3,6
814,850,3,2
809,838,7,6
813,843,9,1
807,825,2,7
825,852,2,7
803,830,3,6
819,841,6,1
813,853,2,6
819,844,9,8
800,830,4,2
827,841,5,10
827,858,3,6
835,853,7,3
801,852,9,6
826,849,6,10
804,854,5,7
825,841,5,7
807,836,9,2
800,819,4,9
806,839,6,3
809,833,10,7
800,855,9,6
821,844,9,3
801,826,8,4
802,859,9,6
840,854,8,6
816,854,9,7
804,841,4,6
801,834,6,7
807,835,1,7
827,853,6,8
807,837,9,5
810,848,3,5
804,848,6,7
821,847,9,1
812,833,10,1
820,828,5,1
809,842,8,4
809,854,6,9
820,842,9,6
806,840,7,1
814,859,8,4
821,859,6,9
802,811,8,10
818,853,1,9
807,853,10,8
800,850,5,2
803,832,9,2
821,848,10,8
812,828,3,5
803,830,7,8
802,832,2,3
817,848,10,8
926,945,1,10
929,958,6,3
927,955,2,3
911,930,2,3
950,958,1,4
927,955,2,8
935,958,8,1
927,950,9,3
914,933,8,9
916,938,10,8
922,951,5,2
945,952,10,6
900,956,8,3
906,921,10,9
911,955,9,2
902,913,4,5
900,914,5,6
910,956,3,1
901,919,9,5
908,932,1,3
920,939,3,1
929,953,4,1
931,958,9,3
901,939,5,2
910,930,6,9
911,948,6,9
922,946,1,2
922,958,6,1
917,956,9,1
902,950,1,8
901,955,4,2
907,929,7,5
902,914,2,7
929,957,2,8
918,929,1,5
906,952,9,8
906,926,6,8
911,938,9,10
916,935,6,8
924,958,2,1
900,958,7,1
912,957,10,5
904,922,7,4
903,920,7,10
924,947,8,4
916,927,9,7
924,949,8,6
920,945,3,1
901,919,8,7
926,951,5,1
916,946,3,8
926,953,2,6
907,935,1,9
919,956,7,8
930,947,6,4
920,955,4,1
919,957,8,1
920,949,5,9
902,943,4,9
907,932,10,2
919,954,8,6
922,937,10,9
928,957,6,9
900,950,2,5
920,940,7,10
937,959,7,10
913,928,7,10
907,928,2,7
920,946,2,3
933,956,4,9
907,957,5,6
915,955,4,5
905,957,4,9
911,939,1,6
907,935,7,5
916,959,9,2
930,941,5,4
915,936,4,1
904,944,2,3
933,945,10,5
914,927,5,7
938,959,10,2
902,953,7,4
944,954,9,10
906,957,9,3
911,939,7,4
927,951,10,8
900,928,7,3
903,951,7,9
900,928,8,6
920,947,3,10
914,950,7,10
900,930,4,8
912,931,4,3
914,952,9,6
925,954,5,10
917,936,3,4
900,934,2,3
912,957,8,1
900,934,2,5
928,957,9,6
936,948,9,7
922,944,3,1
918,945,1,8
917,942,3,9
908,949,8,9
907,933,9,3
912,938,5,10
911,936,9,2
913,929,7,1
921,940,6,3
911,926,7,3
934,940,1,4
945,958,7,3
910,922,7,3
945,958,2,7
901,951,2,7
928,944,6,7
908,944,5,4
907,940,10,9
903,946,7,1
926,955,7,1
902,942,10,1
905,939,1,2
931,954,2,5
918,958,3,4
911,923,10,8
931,948,6,2
904,946,2,3
914,959,1,6
916,948,1,6
924,941,2,6
902,932,3,9
933,951,1,8
914,939,3,2
908,947,8,5
936,953,7,8
916,955,10,4
923,954,8,5
919,952,3,1
905,927,3,2
909,948,8,2
905,952,6,2
916,944,5,7
915,925,7,2
933,941,5,4
940,954,5,9
921,942,9,5
904,921,6,3
916,954,6,7
904,931,2,5
920,953,8,3
924,938,10,6
912,929,2,4
914,925,5,1
908,944,9,6
912,944,3,6
908,945,9,2
919,932,7,5
920,936,10,8
902,932,9,2
927,955,10,3
903,928,10,7
904,945,2,9
903,921,4,8
930,952,3,9
924,950,1,3
922,954,8,1
943,954,5,6
923,950,5,9
914,948,7,5
917,953,2,9
923,958,3,10
912,922,7,9
904,933,9,2
924,950,6,7
911,947,9,1
908,915,5,4
908,930,5,2
917,946,9,5
907,936,8,10
928,958,2,9
907,932,2,6
920,928,7,9
930,943,7,8
910,937,4,3
940,955,1,5
917,948,5,9
913,955,10,9
901,923,5,9
922,959,1,6
902,956,2,6
915,929,9,7
900,933,7,3
922,956,7,4
913,943,9,8
940,959,7,10
907,946,9,1
934,958,1,3
923,947,1,9
931,939,5,7
900,927,7,1
911,954,9,10
904,935,3,1
913,944,7,8
900,924,6,1
908,947,3,9
910,928,4,9
902,958,7,4
922,949,10,5
912,950,8,6
925,958,5,6
912,946,1,10
907,932,2,9
938,957,5,10
907,941,4,5
918,949,8,9
903,926,3,9
902,929,1,8
914,932,5,8
928,946,5,7
909,929,10,3
900,926,10,1
918,943,9,3
912,959,6,9
904,931,10,1
929,941,7,2
922,958,3,10
900,948,1,10
900,938,8,3
902,958,2,9
904,925,4,8
913,950,3,10
918,937,5,3
941,957,10,4
912,952,5,2
915,941,10,7
920,949,9,4
907,953,9,4
909,932,9,3
931,958,8,2
904,909,5,4
902,925,9,8
904,915,7,10
918,940,3,5
910,950,4,3
914,951,3,4
923,951,3,7
909,943,1,8
910,955,8,3
902,920,4,3
901,922,3,6
914,958,4,7
943,952,7,9
924,933,7,2
916,950,6,5
949,959,5,4
908,925,2,3
911,951,2,7
907,933,8,6
924,937,8,6
931,948,7,8
929,952,4,3
919,947,7,6
931,954,3,4
926,939,4,5
911,925,9,5
938,959,8,3
927,947,5,2
913,943,4,3
905,938,7,10
901,937,7,5
906,949,1,3
902,939,6,5
906,953,3,7
921,948,4,2
928,946,4,7
914,939,4,7
900,946,10,8
909,941,9,3
901,954,6,4
914,930,6,10
908,925,2,5
902,947,4,10
911,936,8,7
919,941,3,9
920,932,7,9
911,958,4,6
920,937,6,3
917,949,1,8
920,945,3,9
904,947,3,10
907,948,8,6
920,945,2,9
906,932,9,6
913,959,8,10
901,914,7,2
905,953,4,3
908,956,10,5
920,938,6,3
900,933,5,6
939,955,5,3
920,955,4,7
920,954,9,1
911,932,2,7
921,933,2,7
915,940,2,5
930,946,5,6
917,937,5,8
917,926,5,7
935,959,3,10
900,941,3,6
918,941,1,8
938,952,8,9
926,949,2,3
920,954,10,7
916,928,4,5
909,924,6,4
904,933,4,10
911,954,9,4
913,940,10,6
938,954,4,7
919,947,9,2
912,921,5,7
905,940,9,4
908,935,9,3
901,953,6,9
920,948,8,6
911,952,4,7
922,952,5,7
919,933,2,6
910,930,4,1
906,958,8,3
909,918,1,4
915,951,1,3
902,959,9,7
932,952,3,5
909,949,2,3
909,944,10,3
922,954,7,2
914,941,10,9
921,947,5,7
909,940,9,10
906,946,5,1
916,934,5,10
940,957,6,2
943,959,6,10
908,947,4,7
935,947,7,10
914,956,1,9
911,957,4,1
903,945,5,2
907,947,6,10
910,938,5,8
903,921,8,9
904,926,5,3
912,947,2,3
926,951,8,4
944,958,7,5
930,943,5,6
935,947,8,10
900,939,1,2
908,958,9,2
920,950,8,1
915,934,4,7
911,933,5,2
920,938,9,7
918,948,10,8
922,955,7,9
918,954,6,7
924,946,1,6
907,918,5,4
924,953,9,6
914,937,1,7
926,947,1,10
905,955,7,4
922,950,6,7
924,937,8,6
909,952,1,3
906,927,7,1
923,955,9,1
900,937,5,6
912,916,1,5
927,945,10,2
919,953,8,6
908,954,6,7
922,938,5,10
905,949,1,4
901,917,10,4
904,925,2,1
901,941,8,1
906,940,5,10
910,928,4,5
902,948,5,8
918,945,2,8
918,948,8,5
923,955,9,7
916,942,2,4
929,952,4,8
917,956,6,9
919,926,6,10
916,935,6,8
927,951,6,9
913,942,1,4
908,941,8,6
942,952,9,7
918,950,1,3
913,942,10,5
924,958,3,9
908,954,10,8
914,932,2,5
